Time,Emotion,Confidence
2026-02-15 12:44:22,angry,99.32
2026-02-15 12:44:22,fear,98.97000122070312
2026-02-15 12:44:23,fear,98.13999938964844
2026-02-15 12:44:23,fear,94.6999969482422
2026-02-15 12:44:23,disgust,41.41999816894531
2026-02-15 12:44:23,disgust,49.900001525878906
2026-02-15 12:44:23,fear,58.66999816894531
2026-02-15 12:44:23,sad,69.54000091552734
2026-02-15 12:44:23,neutral,48.400001525878906
2026-02-15 12:44:23,neutral,48.02999877929688
2026-02-15 12:44:23,neutral,99.25
2026-02-15 12:44:23,neutral,90.1999969482422
2026-02-15 12:44:24,neutral,96.97000122070312
2026-02-15 12:44:24,neutral,92.88999938964844
2026-02-15 12:44:24,neutral,89.94000244140625
2026-02-15 12:44:24,neutral,95.93000030517578
2026-02-15 12:44:24,neutral,97.69000244140624
2026-02-15 12:44:24,neutral,94.6999969482422
2026-02-15 12:44:24,neutral,94.55999755859376
2026-02-15 12:44:24,neutral,98.75
2026-02-15 12:44:24,neutral,89.83999633789062
2026-02-15 12:44:24,neutral,99.0999984741211
2026-02-15 12:44:25,neutral,98.18000030517578
2026-02-15 12:44:25,neutral,96.33999633789062
2026-02-15 12:44:25,neutral,94.87000274658205
2026-02-15 12:44:25,neutral,93.33000183105467
2026-02-15 12:44:25,neutral,98.41000366210938
2026-02-15 12:44:25,neutral,63.86000061035156
2026-02-15 12:44:25,angry,54.369998931884766
2026-02-15 12:44:25,happy,93.87999725341795
2026-02-15 12:44:25,fear,65.80000305175781
2026-02-15 12:44:25,happy,84.06999969482422
2026-02-15 12:44:26,fear,69.63999938964844
2026-02-15 12:44:26,neutral,54.2400016784668
2026-02-15 12:44:26,happy,87.55999755859375
2026-02-15 12:44:26,neutral,53.59999847412109
2026-02-15 12:44:26,fear,66.37999725341797
2026-02-15 12:44:26,fear,79.76000213623047
2026-02-15 12:44:26,happy,77.62000274658203
2026-02-15 12:44:26,neutral,83.70999908447266
2026-02-15 12:44:26,fear,85.58000183105469
2026-02-15 12:44:26,happy,91.72000122070312
2026-02-15 12:44:27,happy,90.62000274658205
2026-02-15 12:44:27,fear,91.9499969482422
2026-02-15 12:44:27,neutral,99.3000030517578
2026-02-15 12:44:27,neutral,93.97000122070312
2026-02-15 12:44:27,neutral,98.81999969482422
2026-02-15 12:44:27,neutral,98.5999984741211
2026-02-15 12:44:27,neutral,86.76000213623047
2026-02-15 12:44:27,neutral,97.56999969482422
2026-02-15 12:44:27,neutral,99.5500030517578
2026-02-15 12:44:27,neutral,97.72000122070312
2026-02-15 12:44:28,surprise,99.4000015258789
2026-02-15 12:44:28,neutral,95.5500030517578
2026-02-15 12:44:28,neutral,99.0
2026-02-15 12:44:28,neutral,95.05999755859376
2026-02-15 12:44:28,neutral,86.93000030517578
2026-02-15 12:44:28,surprise,100.0
2026-02-15 12:44:28,surprise,99.44000244140624
2026-02-15 12:44:28,sad,40.18999862670898
2026-02-15 12:44:28,fear,99.0
2026-02-15 12:44:28,fear,99.72000122070312
2026-02-15 12:44:29,fear,99.70999908447266
2026-02-15 12:44:29,sad,63.43000030517578
2026-02-15 12:44:29,fear,93.05999755859376
2026-02-15 12:44:29,surprise,66.12999725341797
2026-02-15 12:44:29,fear,82.44999694824219
2026-02-15 12:44:29,surprise,58.970001220703125
2026-02-15 12:44:29,fear,65.54000091552734
2026-02-15 12:44:29,fear,88.37000274658203
2026-02-15 12:44:29,fear,99.51000213623048
2026-02-15 12:44:29,sad,95.48999786376952
2026-02-15 12:44:30,sad,51.220001220703125
2026-02-15 12:44:30,neutral,67.88999938964844
2026-02-15 12:44:30,neutral,68.13999938964844
2026-02-15 12:44:30,angry,72.62999725341797
2026-02-15 12:44:30,happy,98.19000244140624
2026-02-15 12:44:30,angry,100.0
2026-02-15 12:44:30,angry,99.97000122070312
2026-02-15 12:44:30,angry,99.63999938964844
2026-02-15 12:44:30,angry,98.56999969482422
2026-02-15 12:44:30,angry,94.63999938964844
2026-02-15 12:44:31,fear,37.06999969482422
2026-02-15 12:44:31,neutral,99.66999816894533
2026-02-15 12:44:31,neutral,99.77999877929688
2026-02-15 12:44:31,neutral,56.2599983215332
2026-02-15 12:44:31,neutral,99.22000122070312
2026-02-15 12:44:31,neutral,96.18000030517578
2026-02-15 12:44:31,neutral,90.91000366210938
2026-02-15 12:44:31,sad,54.16999816894531
2026-02-15 12:44:31,sad,52.4900016784668
2026-02-15 12:44:31,surprise,64.7300033569336
2026-02-15 12:44:31,surprise,75.72000122070312
2026-02-15 12:44:32,fear,88.27999877929688
2026-02-15 12:44:32,fear,99.7699966430664
2026-02-15 12:44:32,fear,100.0
2026-02-15 12:44:32,fear,99.91000366210938
2026-02-15 12:44:32,fear,98.77999877929688
2026-02-15 12:44:32,fear,95.16999816894533
2026-02-15 12:44:32,fear,99.86000061035156
2026-02-15 12:44:32,neutral,95.0199966430664
2026-02-15 12:44:32,neutral,98.76000213623048
2026-02-15 12:44:32,neutral,85.58000183105469
2026-02-15 12:44:33,neutral,84.63999938964844
2026-02-15 12:44:33,neutral,98.37999725341795
2026-02-15 12:44:33,neutral,99.8499984741211
2026-02-15 12:44:33,neutral,95.0199966430664
2026-02-15 12:44:33,neutral,98.54000091552734
2026-02-15 12:44:33,neutral,99.48999786376952
2026-02-15 12:44:33,neutral,98.44000244140624
2026-02-15 12:44:33,neutral,99.20999908447266
2026-02-15 12:44:33,neutral,96.68000030517578
2026-02-15 12:44:33,neutral,47.27999877929688
2026-02-15 12:44:34,surprise,99.38999938964844
2026-02-15 12:44:34,surprise,89.62999725341797
2026-02-15 12:44:34,surprise,99.26000213623048
2026-02-15 12:44:34,surprise,98.11000061035156
2026-02-15 12:44:34,surprise,99.12000274658205
2026-02-15 12:44:34,surprise,98.83999633789062
2026-02-15 12:44:34,surprise,97.6999969482422
2026-02-15 12:44:34,surprise,98.0199966430664
2026-02-15 12:44:34,neutral,96.7300033569336
2026-02-15 12:44:34,neutral,99.56999969482422
2026-02-15 12:44:34,sad,43.459999084472656
2026-02-15 12:44:35,angry,99.69000244140624
2026-02-15 12:44:35,angry,83.33000183105469
2026-02-15 12:44:35,fear,90.7699966430664
2026-02-15 12:44:35,angry,47.38999938964844
2026-02-15 12:44:35,fear,99.26000213623048
2026-02-15 12:44:35,fear,99.9000015258789
2026-02-15 12:44:35,happy,99.80999755859376
2026-02-15 12:44:35,neutral,37.43000030517578
2026-02-15 12:44:35,sad,89.63999938964844
2026-02-15 12:44:35,fear,37.77000045776367
2026-02-15 12:44:36,sad,62.630001068115234
2026-02-15 12:44:36,neutral,75.44000244140625
2026-02-15 12:44:36,neutral,90.43000030517578
2026-02-15 12:44:36,neutral,88.62999725341797
2026-02-15 12:44:36,neutral,90.55999755859376
2026-02-15 12:44:36,neutral,79.47000122070312
2026-02-15 12:44:36,neutral,89.79000091552734
2026-02-15 12:44:36,neutral,88.7699966430664
2026-02-15 12:44:36,sad,95.4000015258789
2026-02-15 12:44:37,angry,31.39999961853028
2026-02-15 12:44:37,angry,66.91000366210938
2026-02-15 12:44:37,angry,98.56999969482422
2026-02-15 12:44:37,neutral,96.97000122070312
2026-02-15 12:44:37,neutral,99.12999725341795
2026-02-15 12:44:37,neutral,99.4800033569336
2026-02-15 12:44:37,neutral,99.3000030517578
2026-02-15 12:44:37,neutral,99.9000015258789
2026-02-15 12:44:37,neutral,99.66999816894533
2026-02-15 12:44:38,neutral,98.7699966430664
2026-02-15 12:44:38,neutral,95.20999908447266
2026-02-15 12:44:38,neutral,98.7300033569336
2026-02-15 12:44:38,neutral,97.45999908447266
2026-02-15 12:44:38,neutral,95.23999786376952
2026-02-15 12:44:38,neutral,98.0500030517578
2026-02-15 12:44:38,neutral,96.68000030517578
2026-02-15 12:44:38,neutral,94.62000274658205
2026-02-15 12:44:38,neutral,98.81999969482422
2026-02-15 12:44:39,neutral,98.58999633789062
2026-02-15 12:44:39,neutral,99.41000366210938
2026-02-15 12:44:39,neutral,94.30999755859376
2026-02-15 12:44:39,neutral,96.01000213623048
2026-02-15 12:44:39,neutral,98.04000091552734
2026-02-15 12:44:39,neutral,96.7699966430664
2026-02-15 12:44:39,neutral,98.9499969482422
2026-02-15 12:44:39,neutral,98.44000244140624
2026-02-15 12:44:39,neutral,98.41999816894533
2026-02-15 12:44:40,neutral,95.2699966430664
2026-02-15 12:44:40,angry,57.93000030517578
2026-02-15 12:44:40,angry,99.31999969482422
2026-02-15 12:44:40,angry,95.91999816894533
2026-02-15 12:44:40,angry,99.87000274658205
2026-02-15 12:44:40,angry,99.62999725341795
2026-02-15 12:44:40,angry,98.18000030517578
2026-02-15 12:44:40,angry,51.45000076293945
2026-02-15 12:44:40,sad,46.880001068115234
2026-02-15 12:44:41,sad,43.619998931884766
2026-02-15 12:44:41,sad,49.65999984741211
2026-02-15 12:44:41,sad,95.6999969482422
2026-02-15 12:44:41,fear,49.54999923706055
2026-02-15 12:44:41,sad,91.04000091552734
2026-02-15 12:44:41,sad,92.58999633789062
2026-02-15 12:44:41,sad,97.06999969482422
2026-02-15 12:44:41,angry,42.18999862670898
2026-02-15 12:44:41,sad,95.3000030517578
2026-02-15 12:44:42,angry,86.62999725341797
2026-02-15 12:44:42,angry,99.13999938964844
2026-02-15 12:44:42,angry,79.2699966430664
2026-02-15 12:44:42,angry,81.25
2026-02-15 12:44:42,angry,94.83000183105467
2026-02-15 12:44:42,angry,96.9800033569336
2026-02-15 12:44:42,sad,98.54000091552734
2026-02-15 12:44:42,sad,99.38999938964844
2026-02-15 12:44:42,angry,93.76000213623048
2026-02-15 12:44:42,angry,98.8499984741211
2026-02-15 12:44:43,neutral,71.62999725341797
2026-02-15 12:44:43,angry,42.2599983215332
2026-02-15 12:44:43,neutral,66.7300033569336
2026-02-15 12:44:43,angry,58.27999877929688
2026-02-15 12:44:43,angry,99.83999633789062
2026-02-15 12:44:43,angry,99.80999755859376
2026-02-15 12:44:43,angry,99.83999633789062
2026-02-15 12:44:43,angry,99.9000015258789
2026-02-15 12:44:43,angry,99.87000274658205
2026-02-15 12:44:44,angry,99.70999908447266
2026-02-15 12:44:44,angry,99.06999969482422
2026-02-15 12:44:44,angry,99.5999984741211
2026-02-15 12:44:44,angry,99.12000274658205
2026-02-15 12:44:44,angry,99.5500030517578
2026-02-15 12:44:44,angry,99.8000030517578
2026-02-15 12:44:44,angry,99.6999969482422
2026-02-15 12:44:44,angry,99.8499984741211
2026-02-15 12:44:44,angry,99.94000244140624
2026-02-15 12:44:45,angry,99.1999969482422
2026-02-15 12:44:45,angry,99.83000183105467
2026-02-15 12:44:45,angry,99.63999938964844
2026-02-15 12:44:45,angry,92.61000061035156
2026-02-15 12:44:45,neutral,97.05999755859376
2026-02-15 12:44:45,neutral,96.87000274658205
2026-02-15 12:44:45,neutral,99.26000213623048
2026-02-15 12:44:45,neutral,98.13999938964844
2026-02-15 12:44:46,neutral,95.75
2026-02-15 12:44:46,angry,73.94000244140625
2026-02-15 12:44:46,angry,58.060001373291016
2026-02-15 12:44:46,angry,37.63999938964844
2026-02-15 12:44:46,angry,84.05999755859375
2026-02-15 12:44:46,angry,88.5999984741211
2026-02-15 12:44:46,angry,72.43000030517578
2026-02-15 12:44:46,angry,96.91999816894533
2026-02-15 12:44:46,angry,79.66000366210938
2026-02-15 12:44:47,angry,95.05999755859376
2026-02-15 12:44:47,angry,71.86000061035156
2026-02-15 12:44:47,angry,96.75
2026-02-15 12:44:47,angry,99.63999938964844
2026-02-15 12:44:47,angry,68.63999938964844
2026-02-15 12:44:47,angry,99.77999877929688
2026-02-15 12:44:47,angry,99.27999877929688
2026-02-15 12:44:47,angry,60.959999084472656
2026-02-15 12:44:47,happy,73.12999725341797
2026-02-15 12:44:48,happy,94.33999633789062
2026-02-15 12:44:48,happy,87.52999877929688
2026-02-15 12:44:48,happy,95.87999725341795
2026-02-15 12:44:48,happy,89.75
2026-02-15 12:44:48,happy,90.11000061035156
2026-02-15 12:44:48,happy,82.94999694824219
2026-02-15 12:44:48,happy,86.36000061035156
2026-02-15 12:44:48,happy,85.76000213623047
2026-02-15 12:44:49,angry,76.86000061035156
2026-02-15 12:44:49,angry,65.4800033569336
2026-02-15 12:44:49,happy,88.6500015258789
2026-02-15 12:44:49,happy,74.19999694824219
2026-02-15 12:44:49,happy,99.01000213623048
2026-02-15 12:44:49,happy,53.720001220703125
2026-02-15 12:44:49,happy,87.33999633789062
2026-02-15 12:44:49,angry,94.2300033569336
2026-02-15 12:44:49,angry,48.970001220703125
2026-02-15 12:44:50,sad,99.94000244140624
2026-02-15 12:44:50,happy,58.59000015258789
2026-02-15 12:44:50,happy,96.01000213623048
2026-02-15 12:44:50,happy,98.4499969482422
2026-02-15 12:44:50,happy,99.16999816894533
2026-02-15 12:44:50,angry,63.220001220703125
2026-02-15 12:44:50,happy,93.9499969482422
2026-02-15 12:44:50,happy,98.08000183105467
2026-02-15 12:44:51,happy,96.72000122070312
2026-02-15 12:44:51,happy,93.41999816894533
2026-02-15 12:44:51,happy,86.75
2026-02-15 12:44:51,neutral,59.220001220703125
2026-02-15 13:21:53,angry,84.31999969482422
2026-02-15 13:21:53,angry,61.08000183105469
2026-02-15 13:21:53,angry,54.40999984741211
2026-02-15 13:21:53,neutral,49.93999862670898
2026-02-15 13:21:53,neutral,53.810001373291016
2026-02-15 13:21:54,angry,100.0
2026-02-15 13:21:54,angry,70.37999725341797
2026-02-15 13:21:54,neutral,44.06999969482422
2026-02-15 13:21:54,neutral,96.55999755859376
2026-02-15 13:21:54,neutral,98.0199966430664
2026-02-15 13:21:54,neutral,96.81999969482422
2026-02-15 13:21:54,neutral,96.8499984741211
2026-02-15 13:21:54,neutral,91.5
2026-02-15 13:21:55,neutral,50.869998931884766
2026-02-15 13:21:55,neutral,47.59000015258789
2026-02-15 13:21:55,neutral,56.0099983215332
2026-02-15 13:21:55,neutral,66.01000213623047
2026-02-15 13:21:55,angry,71.41000366210938
2026-02-15 13:21:55,angry,88.0
2026-02-15 13:21:55,angry,82.88999938964844
2026-02-15 13:21:56,fear,99.9800033569336
2026-02-15 13:21:56,fear,100.0
2026-02-15 13:21:56,fear,100.0
2026-02-15 13:21:56,fear,99.87999725341795
2026-02-15 13:21:56,fear,99.4800033569336
2026-02-15 13:21:56,fear,99.94000244140624
2026-02-15 13:21:56,fear,99.95999908447266
2026-02-15 13:21:56,fear,98.5999984741211
2026-02-15 13:21:57,neutral,97.80999755859376
2026-02-15 13:21:57,neutral,98.73999786376952
2026-02-15 13:21:57,neutral,98.91999816894533
2026-02-15 13:21:57,neutral,66.20999908447266
2026-02-15 13:21:57,neutral,74.38999938964844
2026-02-15 13:21:57,neutral,67.05999755859375
2026-02-15 13:21:57,neutral,74.58000183105469
2026-02-15 13:21:57,neutral,85.69000244140625
2026-02-15 13:21:58,neutral,99.3499984741211
2026-02-15 13:21:58,fear,56.22999954223633
2026-02-15 13:21:58,sad,35.209999084472656
2026-02-15 13:21:58,fear,48.88999938964844
2026-02-15 13:21:58,fear,72.5999984741211
2026-02-15 13:21:58,fear,55.869998931884766
2026-02-15 13:21:58,neutral,51.83000183105469
2026-02-15 13:21:58,neutral,59.41999816894531
2026-02-15 13:21:59,neutral,81.7300033569336
2026-02-15 13:21:59,neutral,71.5999984741211
2026-02-15 13:21:59,neutral,65.02999877929688
2026-02-15 13:21:59,neutral,94.9000015258789
2026-02-15 13:21:59,angry,64.44999694824219
2026-02-15 13:21:59,angry,72.5999984741211
2026-02-15 13:21:59,fear,95.98999786376952
2026-02-15 13:21:59,fear,97.16000366210938
2026-02-15 13:22:00,fear,99.6500015258789
2026-02-15 13:22:00,fear,95.7699966430664
2026-02-15 13:22:00,fear,99.95999908447266
2026-02-15 13:22:00,fear,48.84999847412109
2026-02-15 13:22:00,angry,98.3499984741211
2026-02-15 13:22:00,angry,99.98999786376952
2026-02-15 13:22:00,angry,100.0
2026-02-15 13:22:01,sad,97.8499984741211
2026-02-15 13:22:01,neutral,56.11000061035156
2026-02-15 13:22:01,angry,99.41000366210938
2026-02-15 13:22:01,angry,99.11000061035156
2026-02-15 13:22:01,fear,81.69000244140625
2026-02-15 13:22:01,neutral,48.68999862670898
2026-02-15 13:22:01,neutral,84.33999633789062
2026-02-15 13:22:01,fear,98.73999786376952
2026-02-15 13:22:02,neutral,92.41000366210938
2026-02-15 13:22:02,fear,71.0199966430664
2026-02-15 13:22:02,fear,97.0500030517578
2026-02-15 13:22:02,fear,71.19999694824219
2026-02-15 13:22:02,fear,87.51000213623047
2026-02-15 13:22:02,neutral,95.48999786376952
2026-02-15 13:22:02,neutral,97.0500030517578
2026-02-15 13:22:02,neutral,99.0
2026-02-15 13:22:03,neutral,36.290000915527344
2026-02-15 13:22:03,sad,50.369998931884766
2026-02-15 13:22:03,sad,33.099998474121094
2026-02-15 13:22:03,neutral,94.83999633789062
2026-02-15 13:22:03,neutral,65.75
2026-02-15 13:22:03,neutral,55.29999923706055
2026-02-15 13:22:03,neutral,43.52000045776367
2026-02-15 13:22:04,fear,81.88999938964844
2026-02-15 13:22:04,fear,96.12999725341795
2026-02-15 13:22:04,angry,63.83000183105469
2026-02-15 13:22:04,neutral,91.83000183105467
2026-02-15 13:22:04,sad,58.02000045776367
2026-02-15 13:22:04,neutral,66.19000244140625
2026-02-15 13:22:04,sad,97.52999877929688
2026-02-15 13:22:05,neutral,97.73999786376952
2026-02-15 13:22:05,happy,43.810001373291016
2026-02-15 13:22:05,sad,51.400001525878906
2026-02-15 13:22:05,fear,65.94999694824219
2026-02-15 13:22:05,sad,70.44000244140625
2026-02-15 13:22:05,angry,71.27999877929688
2026-02-15 13:22:05,angry,61.13999938964844
2026-02-15 13:22:06,sad,82.66999816894531
2026-02-15 13:22:06,sad,72.12000274658203
2026-02-15 13:22:06,sad,91.27999877929688
2026-02-15 13:22:06,angry,85.18000030517578
2026-02-15 13:22:06,sad,63.34999847412109
2026-02-15 13:22:06,sad,82.23999786376953
2026-02-15 13:22:06,fear,100.0
2026-02-15 13:22:06,fear,99.98999786376952
2026-02-15 13:22:07,fear,82.91999816894531
2026-02-15 13:22:07,neutral,59.52999877929688
2026-02-15 13:22:07,angry,94.62000274658205
2026-02-15 13:25:19,fear,41.41999816894531
2026-02-15 13:25:19,fear,97.83000183105467
2026-02-15 13:25:19,neutral,47.18000030517578
2026-02-15 13:25:20,angry,40.45000076293945
2026-02-15 13:25:20,neutral,62.02000045776367
2026-02-15 13:25:20,angry,87.94999694824219
2026-02-15 13:25:20,neutral,56.0
2026-02-15 13:25:20,angry,86.81999969482422
2026-02-15 13:25:20,angry,98.5
2026-02-15 13:25:21,angry,98.81999969482422
2026-02-15 13:25:21,angry,96.76000213623048
2026-02-15 13:25:21,angry,99.33000183105467
2026-02-15 13:25:21,angry,65.30999755859375
2026-02-15 13:25:21,angry,74.8499984741211
2026-02-15 13:25:21,angry,89.55000305175781
2026-02-15 13:25:21,angry,98.23999786376952
2026-02-15 13:25:21,angry,61.77000045776367
2026-02-15 13:25:22,angry,91.16999816894533
2026-02-15 13:25:22,neutral,78.01000213623047
2026-02-15 13:25:22,angry,50.59999847412109
2026-02-15 13:25:22,neutral,77.87000274658203
2026-02-15 13:25:22,neutral,49.400001525878906
2026-02-15 13:25:22,angry,73.30000305175781
2026-02-15 13:25:22,angry,60.880001068115234
2026-02-15 13:25:22,angry,98.0999984741211
2026-02-15 13:25:23,angry,71.45999908447266
2026-02-15 13:25:23,angry,98.27999877929688
2026-02-15 13:25:23,angry,85.4800033569336
2026-02-15 13:25:23,angry,91.26000213623048
2026-02-15 13:25:23,sad,99.9499969482422
2026-02-15 13:25:23,angry,43.08000183105469
2026-02-15 13:25:23,angry,76.6500015258789
2026-02-15 13:25:23,neutral,61.470001220703125
2026-02-15 13:25:24,neutral,94.04000091552734
2026-02-15 13:25:24,neutral,54.150001525878906
2026-02-15 13:25:24,neutral,97.81999969482422
2026-02-15 13:25:24,neutral,99.1500015258789
2026-02-15 13:25:24,neutral,90.37999725341795
2026-02-15 13:25:24,neutral,99.5199966430664
2026-02-15 13:25:24,neutral,97.5999984741211
2026-02-15 13:25:25,neutral,96.33000183105467
2026-02-15 13:25:25,neutral,94.87999725341795
2026-02-15 13:25:25,neutral,68.23999786376953
2026-02-15 13:25:25,neutral,87.45999908447266
2026-02-15 13:25:25,neutral,80.63999938964844
2026-02-15 13:25:25,neutral,81.47000122070312
2026-02-15 13:25:25,angry,54.5099983215332
2026-02-15 13:25:26,neutral,52.7400016784668
2026-02-15 13:25:26,neutral,66.8499984741211
2026-02-15 13:25:26,neutral,96.58000183105467
2026-02-15 13:25:26,angry,50.7400016784668
2026-02-15 13:25:26,angry,64.72000122070312
2026-02-15 13:25:26,neutral,68.47000122070312
2026-02-15 13:25:26,neutral,63.4900016784668
2026-02-15 13:25:27,neutral,93.72000122070312
2026-02-15 13:25:27,neutral,98.4000015258789
2026-02-15 13:25:27,neutral,86.08000183105469
2026-02-15 13:25:27,neutral,72.5199966430664
2026-02-15 13:25:27,angry,98.93000030517578
2026-02-15 13:25:27,angry,99.70999908447266
2026-02-15 13:25:27,angry,98.30999755859376
2026-02-15 13:25:28,angry,97.37000274658205
2026-02-15 13:25:28,angry,97.0199966430664
2026-02-15 13:25:28,angry,97.23999786376952
